mapping_id,user_term,snomed_code,preferred_term
SNOMED-MAP-303779,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-303780,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-303781,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-303782,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-303783,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-303784,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-303785,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-303786,high fever (variant 1),3866610066,Fever
SNOMED-MAP-303787,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-303788,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303789,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-303790,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-303791,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-303792,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-303793,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-303794,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-303795,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-303796,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-303797,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-303798,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-303799,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-303800,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-303801,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-303802,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303803,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-303804,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-303805,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-303806,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-303807,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-303808,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303809,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-303810,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-303811,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-303812,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303813,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-303814,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-303815,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-303816,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-303817,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-303818,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-303819,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-303820,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-303821,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-303822,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303823,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-303824,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-303825,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-303826,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-303827,high fever (variant 2),3866610067,Fever
SNOMED-MAP-303828,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-303829,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-303830,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-303831,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-303832,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-303833,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-303834,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-303835,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-303836,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-303837,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-303838,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303839,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-303840,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-303841,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-303842,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303843,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-303844,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-303845,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-303846,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-303847,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-303848,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-303849,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-303850,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-303851,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-303852,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-303853,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-303854,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-303855,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-303856,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-303857,high fever (variant 2),3866610067,Fever
SNOMED-MAP-303858,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-303859,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-303860,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-303861,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-303862,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303863,high fever (variant 3),3866610063,Fever
SNOMED-MAP-303864,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-303865,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-303866,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-303867,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-303868,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303869,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-303870,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-303871,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-303872,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-303873,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-303874,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-303875,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-303876,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-303877,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-303878,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-303879,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-303880,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-303881,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-303882,high fever (variant 2),3866610062,Fever
SNOMED-MAP-303883,high fever (variant 3),3866610063,Fever
SNOMED-MAP-303884,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-303885,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-303886,high fever (variant 1),3866610066,Fever
SNOMED-MAP-303887,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-303888,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-303889,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-303890,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-303891,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-303892,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-303893,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-303894,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-303895,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-303896,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-303897,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-303898,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-303899,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-303900,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-303901,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-303902,high fever (variant 2),3866610062,Fever
SNOMED-MAP-303903,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-303904,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-303905,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-303906,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-303907,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-303908,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-303909,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-303910,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-303911,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-303912,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303913,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-303914,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-303915,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-303916,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-303917,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-303918,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303919,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-303920,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-303921,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-303922,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-303923,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-303924,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-303925,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-303926,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-303927,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-303928,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-303929,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-303930,high fever (variant 0),3866610060,Fever
SNOMED-MAP-303931,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-303932,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-303933,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-303934,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-303935,high fever (variant 0),3866610065,Fever
SNOMED-MAP-303936,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-303937,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-303938,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303939,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-303940,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-303941,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-303942,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-303943,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-303944,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-303945,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-303946,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-303947,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-303948,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303949,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-303950,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-303951,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-303952,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-303953,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-303954,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-303955,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-303956,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-303957,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-303958,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-303959,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-303960,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-303961,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-303962,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-303963,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-303964,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-303965,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-303966,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-303967,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-303968,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303969,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-303970,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-303971,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-303972,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-303973,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-303974,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-303975,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-303976,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-303977,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-303978,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-303979,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-303980,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-303981,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-303982,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-303983,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-303984,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-303985,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-303986,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-303987,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-303988,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-303989,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-303990,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-303991,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-303992,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-303993,high fever (variant 3),3866610063,Fever
SNOMED-MAP-303994,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-303995,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-303996,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-303997,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-303998,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-303999,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-304000,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-304001,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-304002,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-304003,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-304004,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-304005,high fever (variant 0),3866610065,Fever
SNOMED-MAP-304006,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-304007,high fever (variant 2),3866610067,Fever
SNOMED-MAP-304008,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-304009,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-304010,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-304011,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-304012,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-304013,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-304014,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-304015,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-304016,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-304017,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-304018,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-304019,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-304020,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-304021,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-304022,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-304023,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-304024,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-304025,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-304026,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-304027,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-304028,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-304029,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-304030,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-304031,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-304032,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-304033,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-304034,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-304035,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-304036,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-304037,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-304038,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-304039,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-304040,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-304041,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-304042,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-304043,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-304044,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-304045,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-304046,high fever (variant 1),3866610066,Fever
SNOMED-MAP-304047,high fever (variant 2),3866610067,Fever
SNOMED-MAP-304048,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-304049,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-304050,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-304051,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-304052,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-304053,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-304054,high fever (variant 4),3866610064,Fever
SNOMED-MAP-304055,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-304056,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-304057,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-304058,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-304059,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-304060,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-304061,high fever (variant 1),3866610061,Fever
SNOMED-MAP-304062,high fever (variant 2),3866610062,Fever
SNOMED-MAP-304063,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-304064,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-304065,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-304066,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-304067,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-304068,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-304069,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-304070,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-304071,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-304072,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-304073,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-304074,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-304075,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-304076,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-304077,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-304078,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-304079,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-304080,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-304081,high fever (variant 1),3866610061,Fever
SNOMED-MAP-304082,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-304083,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-304084,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-304085,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-304086,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-304087,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-304088,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-304089,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-304090,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-304091,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-304092,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-304093,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-304094,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-304095,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-304096,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-304097,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-304098,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-304099,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-304100,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-304101,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-304102,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-304103,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-304104,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-304105,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-304106,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-304107,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-304108,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-304109,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-304110,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-304111,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-304112,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-304113,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-304114,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-304115,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-304116,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-304117,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-304118,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-304119,high fever (variant 4),3866610069,Fever
SNOMED-MAP-304120,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-304121,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-304122,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-304123,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-304124,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-304125,gallbladder infection (variant 0),765810065,Acute Cholecystitis
